tweet_id,tweet_text,predicted_label,confidence
901692981345968128,RT @Fox26Houston: TORNADO WARNING until 1:45 AM for east and central Harris county,caution_and_advice,0.19604171812534332
901671496724209666,"TORNADO WARNING FOR NW GALVESTON COUNTY,SE HARRIS CO. UNTIL 1215 AM..ROTATION OVER WEBSTER MOVING NORTH AT 15",caution_and_advice,0.19585588574409485
901705804323147776,#TORNADO WARNING FOR NW CHAMBERS COS-CENTRAL LIBERTY CO IN SE #TEXAS* UNTIL 230 AM CDT.,caution_and_advice,0.19583043456077576
901701270129565696,"NWS ISSUED TORNADO WATCH @ 1:50am CDT FOR Austin-TX, Brazoria-TX, Chambers-TX, Fort Bend-TX, Galveston-TX, Harris-TX, Liberty-TX, Matagorda",caution_and_advice,0.19487258791923523
901679774753542144,"Flash Flood Warning until until 6:15 AM for Brazoria, Fort Bend, Galveston &amp; Harris counties. #Harvey is still here. Stay Safe! #KHOU11",caution_and_advice,0.19187812507152557
901818530177445888,THE NATIONAL WEATHER SERVICE IN LAKE CHARLES HAS ISSUED A * TORNADO WARNING FOR NORTH CENTRAL,caution_and_advice,0.1893501877784729
901797027083939840,"RT @BrazosTxCEOC: 10:30 AM: Flash Flood Watch for Brazos Co continues thru Tues evening, Tornado Watch in effect until 1 PM, 8/26. /",caution_and_advice,0.18882162868976593
901733788534714368,SPC MD 1583: MD 1583 CONCERNING TORNADO WATCH 470 FOR UPPER COASTAL PLAIN OF TEXAS Mesoscale Discussion 1583 NWS,caution_and_advice,0.18831197917461395
901716920919105536,"RT @NWSHouston: Tornado Warning including Prairie View TX, Waller TX, Pine Island TX until 3:15 AM CDT",caution_and_advice,0.18821579217910767
901721410921537536,"RT @NWSHouston: Tornado Warning including Baytown TX, Mont Belvieu TX, Beach City TX until 3:45 AM CDT",caution_and_advice,0.18816161155700684
901755449481072642,RT @KHOU: BREAKING: Tornado Warning in effect until 11:45 p.m. for Harris County ---&gt; LIVE COVERAGE:,caution_and_advice,0.187852144241333
901831452140109827,RT @TxDOTPharr: Dangerous flooding conditions for parts of #TX into next week. Heed warnings from local officials &amp; use caution on roads #H,caution_and_advice,0.1878175288438797
901745964049944576,RT @TACSTEAM: Tornado Warning for Brazoria and Fort Bend County in TX until 5:15am CDT. #TXWX,caution_and_advice,0.18743710219860077
901767380182999040,"RT @KPRC2WEATHER: Tornado Watch for Matagorda, Montgomery, Waller and Wharton County until 1:00pm.",caution_and_advice,0.18652114272117615
902656261266837504,NEW: 4 PM advisory for #Harvey has winds up to 50 mph. Storm Surge *Warning* issued from Holly Beach to Morgan City (2-4 expected). #LAwx,caution_and_advice,0.1862059235572815
901717965891969025,RT @abc13weather: Tornado Warning for Brazoria and Matagorda County until 3:15am.,caution_and_advice,0.1861097812652588
901754336740605952,RT @NWStornado: A tornado watch has been issued for parts of Louisiana and Texas until 1 PM CDT,caution_and_advice,0.1860274374485016
902649092941254675,#Harvey’s sustained winds are 50 mph; flash flood watches remain in effect from southeast TX to western FL and across parts of TN valley.,caution_and_advice,0.18593479692935944
901787935841951745,TORNADO WARNING NATIONAL WEATHER SERVICE HOUSTON/GALVESTON TX 727 AM CDT SUN AUG 27 2017 THE NATIONAL,caution_and_advice,0.1857154816389084
902903504896962562,"Flood Emergencies in Port Arthur &amp; Beaumont, TX due to Harvey Flooding rain of 26+ since last night.",caution_and_advice,0.1854795515537262
901726875826913280,"RT @KPRC2WEATHER: Tornado Warning for Harris, Montgomery, and Waller County until 4:00am.",caution_and_advice,0.18526200950145721
901688952842842112,RT @HellerWeather: Tornado Warning for Matagorda &amp; Wharton Counties until 01:30 AM.  #txwx,caution_and_advice,0.18520617485046387
901717610995355648,RT @TWCBreaking: Tornado Warning for Brazoria and Matagorda Counties in TX until 3:15 AM CDT,caution_and_advice,0.1834322214126587
901809740006744065,RT @NHC_Atlantic: Tropical Storm #Harvey Advisory 28A: Harvey Producing Catastrophic and Life-Threatening Flooding.,caution_and_advice,0.18321867287158966
903410570774401024,"Remnants of #Harvey have led to multiple reported tornadoes this evening. Tornado Watch in effect for parts of AL, MS, TN until 8pm CDT.",caution_and_advice,0.182706817984581
901792433977077760,"At 9:21 PM, 2 ESE Bradenton [Manatee Co, FL] EMERGENCY MNGR reports TORNADO #TBW",caution_and_advice,0.18243026733398438
901733888539623428,Flash Flood Watch Issued for parts of East and Deep East Texas until 7PM Monday evening all due to the slow movement of #Harvey.,caution_and_advice,0.18233539164066315
