tweet_id,tweet_text,predicted_label,confidence
735891446960623616,"RT @DonBradshawNTV: How @MarshallAmpsUK came to the assistance of Fort McMurray wildfire victim, tonite on @NTVNewsNL at 6 pm.",rescue_volunteering_or_donation_effort,0.840965986251831
731202020296818688,Red Cross distributes $30M to Fort McMurray wildfire evacuees in 1 day,displaced_people_and_evacuations,0.5567091107368469
733665357236342784,Interesting insights on the shifting communications landscape from 2013 floods to todays #wildfire  #smem #cdnpoli,other_relevant_information,0.900028645992279
731963038429929472,RT @globeandmail: Oil sands producers helping workers affected by Fort McMurray wildfire  from @GlobeBusiness,infrastructure_and_utility_damage,0.9419480562210083
728674838034944001,"Ottawa to match Red Cross donations for Fort McMurray wildfire, Trudeau says",rescue_volunteering_or_donation_effort,0.9404444098472595
731976125279289349,Active Fires - Ontario  #on411 #onfires #wildfire #manitoba411 #mbfires,caution_and_advice,0.9409458041191101
729299841130614784,Syrian chocolatiers in Antigonish donate profits from brand new business to Fort McMurray cause,rescue_volunteering_or_donation_effort,0.9791367053985596
735938864251064320,"Sometimes when a person wants free food, he/she gets it, but from a different source.",requests_or_urgent_needs,0.7278301119804382
728957128115933184,Provincial Bulletin Expands Highlights Wildfire Conditions,displaced_people_and_evacuations,0.9772443771362305
732264634581798912,@HunterOlivia We encourage you to make a donation to the Red Cross to help those affected by Fort McMurray wildfire,rescue_volunteering_or_donation_effort,0.98264080286026
730171221862551553,Are we sure we dont need more help? #FortMacFire,requests_or_urgent_needs,0.9615791440010071
732966897642295297,"RT @Blubdha: Beastly Alberta wildfire just wont die, as it grows to 423,000 hectares",displaced_people_and_evacuations,0.4768722951412201
730431359378853890,RT @Andrew_GlobalSJ: 22 DNR firefighters fly out to Alberta at 4 from Moncton to assist in wildfire fighting efforts @Global_NB,rescue_volunteering_or_donation_effort,0.9188135862350464
728627443406344192,Catastrophic Canadian Wildfire Is a Sign of Destruction to Come  #science,infrastructure_and_utility_damage,0.7594032883644104
729750747462557697,"If can, Please donate directly to Canadian Red Cross through the Energy Together: Alberta Wildfire Relief portal.",rescue_volunteering_or_donation_effort,0.9825619459152222
728771306213265414,Thoughts and prayers go out to those affect by the For McMurray wildfire #ymmfire,sympathy_and_support,0.9813936948776245
729658483948302336,Great tale from @ReutersWinnipeg: #Canada firefighters battled blaze as own homes burned down,infrastructure_and_utility_damage,0.9741520881652832
729050159393312768,Or stay up to date on wildfires on the Alberta Emergency Alert and Alberta Wildfire apps #fortmacfire Notley,caution_and_advice,0.7897107005119324
732684355349434368,RT @amasonic: Anger is a spark. A spark is most times a good thing. Rage is a wildfire. It needs to be controlled lest it causes damage.,other_relevant_information,0.9146062135696411
732558022246072320,"Sutton’s Scott Shaw matching wildfire relief donations up to $100,000  #martinrumack",rescue_volunteering_or_donation_effort,0.982120931148529
730021328342941696,Help Pets Affected by Canadian Wildfire - Help Animals Now : The Animal Rescue Site,rescue_volunteering_or_donation_effort,0.9450369477272034
731202296210685952,RT @CBCNorth: Justin Trudeau in Fort McMurray touring wildfire-destroyed areas and meeting slayers of the beast,infrastructure_and_utility_damage,0.97114098072052
732662103576875011,"Saskatchewan is dealing with the same weather system as Alberta, making for conditions that fan wildfire flames",other_relevant_information,0.9025845527648926
728707244779540480,.@redcrosscanada is collecting donations to help those affected by wildfire in #FortMcMurray - Donate here:  #ymmfire,rescue_volunteering_or_donation_effort,0.9824218153953552
733020996177776641,"RT @XHNews: Canadian wildfire reaches oilsands camps, forcing more evacuation",displaced_people_and_evacuations,0.9803411960601807
728578805959286784,"RT @LondonDrugs: Huge thank you to our customers. In 2 days we’ve collected over $15,000 for @redcrosscanada for Wildfire Relief and we’re",rescue_volunteering_or_donation_effort,0.9828442335128784
735892659504435200,"RT @Emily_Mertz: Fire Aid for #ymm concert includes: Corb Kund, Randy Bachman, Brett Kissel, Dean Brody WATCH LIVE:",rescue_volunteering_or_donation_effort,0.8696174025535583
729380927923732482,WATCH LIVE: Chad Morrison of Alberta wildfire says able to hold the line thanks to help from weather,infrastructure_and_utility_damage,0.8506314158439636
730115410851463172,Henry Schein Disaster Relief Hotline Open to Support Customers Alberta - Oral Health Group  via @Oralhealthgroup,rescue_volunteering_or_donation_effort,0.9150897860527039
730143304835272705,"Pleased to announce that General Motors is donating $100,000 to the Red Cross to support those impacted by the Ft. McMurray Wildfire!",rescue_volunteering_or_donation_effort,0.9823059439659119
735848536202313731,$ADM ADM Donation to Aid in Alberta Wildfire Relief -,rescue_volunteering_or_donation_effort,0.9769597053527832
730824010506768385,Beresford Lake Campground in Nopiming will remain closed due to the active wildfire #mbfire,caution_and_advice,0.780166745185852
728697237153447936,Wildfire official Chad Morrison says between 18 and 20 structures in Anzac were destroyed when fire hit late Thurs. night. #ymmfire,infrastructure_and_utility_damage,0.9785148501396179
728733444587429890,"@ZacMabry  Please help donate 2 Fort McMurray, Alberta residents affected by wildfire crisis. Much Appreciated.",rescue_volunteering_or_donation_effort,0.9763269424438477
732013993112555521,"Heres the latest update for the Fort McMurray monster wildfire, courtesy of the Alberta Government: The fire",infrastructure_and_utility_damage,0.5003776550292969
735884700351234048,".@Nickelback, @BlueRodeo, @dallassmith &amp; more to play Fire Aid - watch the live presser",requests_or_urgent_needs,0.9553154706954956
733479193179267072,"Incredible, Attawapiskat makes $5,000 donation to Fort McMurray wildfire relief | @GlobeandMail  #ymm",rescue_volunteering_or_donation_effort,0.9827595949172974
730473637602574336,#Penniac residents to raise money for victims of #FortMac wildfire #ymmfire,rescue_volunteering_or_donation_effort,0.9815934300422668
732352717813731328,RT @GlobalCalgary: Fort McMurray wildfire: Mandatory evacuation issued for camps north of city #ymmfire #ymm,infrastructure_and_utility_damage,0.6771993041038513
733413736686358528,RT @WaterTrends: CANADA ALBERTA: Wildfire contaminants could sully Fort McMurray water supply; #Watershed recovery will be slow - CBC,infrastructure_and_utility_damage,0.8286235928535461
733975887302037505,"RT @PAAlberta: Fort McMurray Wildfire Victims Might Suffer PTSD, Psychologist Says  via @epochtimes",infrastructure_and_utility_damage,0.9753066897392273
732962494252113920,Great story. Wishing all the best to everyone affected by these fires. You will come back stronger than ever.,sympathy_and_support,0.9814932942390442
732996545654722560,Come down to our Cafe and help support those affected by the wildfire. #yyc#ymm#fsfinancial#MOC,rescue_volunteering_or_donation_effort,0.9243144989013672
729659954001420288,@PitaPitBmsville will be DONATING $1 from EVERY Pita sold today to the Canadian Red Cross wildfire relief effort. #FortMacFire #FortMcMurray,rescue_volunteering_or_donation_effort,0.9831393361091614
729839195921993730,I wonder if @normmacdonald would care to donate to Norm MacDonald?,rescue_volunteering_or_donation_effort,0.9356343746185303
728604991397584896,Catastrophic Canadian Wildfire Is a Sign of Destruction to Come: Less snow and warmer spring mean more acres,other_relevant_information,0.9431276321411133
730487576436592640,RT @NCollegiate: Support the victims of the Fort McMurray wildfire by buying baked goods at the Student Council Bake Sale May 12&amp;13. :,rescue_volunteering_or_donation_effort,0.981550931930542
