tweet_id,tweet_text,class_label,predicted_label,confidence,entropy,status
1030767523342499842,@BDUTT While PayTm owner Shekhar donated Rs Ten Thousand n proudly tweeted this girl by selling fish donated 1.5 lac ..Bravo,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,,ok
1030385981973618688,#KeralaFloods Malayala Manorama makes epaper free for 3 days with regard to unprecedented flood. Newspaper distribution is affected in many areas.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.85,,ok
1031078567147319297,#KeralaSOS #KeralaFloods Lets centralise all relief operations: please help us consolidate the #Verified resources and the requests on one page made available to all! Please share and Rt as needed. #KeralaFloodRelief,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,,ok
1033187418889834497,"@narendramodi @AmitShah PS @ kerala is doing the fire fight,lets give him the full support.nw its the time.uae aid failed,if possible let their be an amount transferred to all flood hit victims to their bank acont,atleast 10000 per head for hse cleaning.people are strglng",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.85,,ok
1031107092650778624,The commies want Rs 2000 cr immediately. Rs 500 cr for flood relief. Rs 1500 cr for party and personal pocket funds.,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,,ok
1030719468043825153,RT @moneycontrolcom: Kerala flood LIVE: PM announces financial assistance of Rs 500 crore to Kerala. Click here for latest updates /,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,,ok
1032566919201742849,"With the death toll nearing 400, the #Keralafloods have devastated Gods Own Country. Now is the time step up and donate to your fellow Indians. Stand with Kerala and donate here:  #SaveKerala",injured_or_dead_people,rescue_volunteering_or_donation_effort,0.95,,ok
1032090502349381633,Team @CsharpCorner appeals to all the followers to extend their help toward #KeralaFloodsRelief.  #StandwithKerala #KeralaFlood #KeralaSOS #IndiaForKerala #KodaguFloods #KeralaFloodsHelpNeeded,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,,ok
1030930298366640128,Kerala Floods: Is State Drowning in Govts 2011 Mistake? Panels Disaster Warning Tossed Aside - News18  #KeralaFloods #KeralaSOS #IndiaForKerala #KeralaDonationChallenge #Kerala #KeralaFloodsHelpNeeded #KeralaRescue #KeralaFloodRescue #Madhavgadgil,not_humanitarian,caution_and_advice,0.7,,ok
1032141152999239680,The situation is worst in Kerala. Theres a great damage to physical as well as mental wellbeing of people.We must bring them up from this disaster &amp; #rebuild them. #Donate for #KeralaReliefFund by @NASSCOMfdn:  @MyKartavya #KeralaFloodRelief #KeralaFloods,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,0.95,,ok
1031071777298890757,"5. Enter the house only after putting the electricity mains out. Secure the water, shelter and clothing first. Electricity to be restored only when settled at home and aware of situation #KeralaFloods",other_relevant_information,caution_and_advice,0.95,,ok
1038758602830491648,"Isnt it exciting? Now families will be able to get potable water, while we keep trying to raise resources to rejuvenate waterbodies:",rescue_volunteering_or_donation_effort,not_humanitarian,0.85,,ok
1035426859494854656,Kerala Floods: Ranni stares at long road to normalcy  #keralafloods #ranni #pathanamthitta,other_relevant_information,infrastructure_and_utility_damage,0.8,,ok
1030861014525403136,"#KeralaFlood Need national attention and National Help, as I hail from #Assam, where Flood is a annual ritual, I know the plight people had to face when such devastation happens. Please donate for #KeralaFloodReliefFund",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,,ok
1031474001217036288,Our Kalady ashrama (in the Ernakulam district of Kerala) started relief services in the school immediately after flag hoisting on 15 August 2018. More than 1800 people took shelter in the ashrama relief camp.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,,ok
1031116554094694401,Please help #Kerala My small contribution for #KeralaReliefFund #KeralaFloodRelief,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,,ok
1031358010474389504,"As rain stops in flood-ravaged #Kerala, focus now shifts to supply of food, water, and medicine; Flights to resume from #Kochi Naval air base from today #KeralaFloods #KeralaFloodRelief",requests_or_urgent_needs,other_relevant_information,0.9,,ok
1032227957903740928,"#WATCH: Exclusive OTV on-ground coverage from one of the largest relief camps set up in a school in Kanichukulangara of Alappuzha district #Kerala. The school is currently sheltering around 5,500 people affected in #KeralaFloods #OTVInKerala #OTVExclusive",rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,,ok
1032184986181541888,"The stories about RSS saving victims from #KeralaFloods reminds me about the #balnarendra crocodile tales. Great work of fiction. 50 years later we may hear stories about #boodhaNarendra, PM who swim in the rivers of Kerala to help flood victims.",rescue_volunteering_or_donation_effort,not_humanitarian,0.9,,ok
1035036067542577152,#GoodNews: Kerala Honours Fishermen for Saving Lives During Floods #KeralaFloods,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,,ok
1034333235696857088,Zee Corporates campaign ‘#DibbaLautaao’ urges people to extend help to the state of Kerala by reminding us of the true spirit of Kerala people. @ZeeTV #KeralaFloods #BananaChips #CMDRF @ZEECorporate,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,,ok
1032878894247026688,#KeralaFloods -- Keralites begin massive cleanup as flood waters and rains recede Click Here for More:,rescue_volunteering_or_donation_effort,other_relevant_information,0.8,,ok
1034071440872464384,"Boost for #MakeInIndia; #deficientrainfall reported in #southernstates; and 60 companies will be referred for #insolvency.  Editor @rajeevdubey explains on The Good, The Bad and The Ugly. #NPAs #Kerala #floods @IndiaToday @aajtak",other_relevant_information,not_humanitarian,0.95,,ok
1030990647816151040,"The beautiful state of #Kerala needs you now! The unprecedented rains have caused severe flooding in many areas, displacing families, cutting their access to the most basic necessities. Let’s help them to cope with this disaster a little better. #KeralaFloods #HelpKerala",displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.9,,ok
1030396892255944704,Note the number - 9037244838 This group is ready with food and water to be used in Cochin Please co-ordinate with them people at Cochin #KeralaFloods #PrayForKerala,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,,ok
1034981737695203328,"As rains and floods ravaged the state, people of Kerala drank liquor worth Rs. 516 crore",other_relevant_information,not_humanitarian,0.95,,ok
1032649443621752832,The main intention of the Congress party to seek foreign aid on Kerala flood issue seems to be to benifit themselves by fraudulently diverting the money to their own coffers. I hope the foreign donors are intelligent enough.,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,,ok
1031747521591169024,"Friends outside India - we desperately need your help for the #KeralaFloods which have already left thousands homeless, and has a current death toll of 324 people. Please contribute at  from wherever you are in the world. #KeralaFloodRelief",requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,,ok
1037520215850938369,"(3/3)In times of global warming, which leads to intense bursts of heavy rains, an entire #Amaravati could be inundated within hours, leading to massive destruction as witnessed in the recent cyclones in Kerala. #KeralaFloods #AndhraPradesh #India",caution_and_advice,other_relevant_information,0.85,,ok
1035232388136108032,@ndtv can youn confirm Rs 5 crore donor for kerala flood relief fund declared by an individual credited to account ? Or it was hoax!,rescue_volunteering_or_donation_effort,other_relevant_information,0.8,,ok
1031850431553658880,"10 lakh people are still in relief camps but KJ Alphons goes on prime time TV and says people dont need food or clothes but electricians, plumbers, carpenters. Our very own Marie Antoinette. #KeralaFloodRelief",rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.9,,ok
1032189129059053568,10% CEZ on GST and all these Tax &amp; cost of re building kerala roads and township will again come to flood affected people #Taxation ᾒ6ἿB‍♂️,other_relevant_information,infrastructure_and_utility_damage,0.8,,ok
1033019278172155905,"@KeralaBlasters It’s easy for a football club like ours to tweet thoughts and prayers from a distance after a catastrophe like the #KeralaFloods, but hopefully next week we can do something more and raise some money that can contribute in a small way to help #RebuildKerala #ForzaKerala",sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,,ok
1032218374367899648,Kerala: Restoration work started at Chalakudy market in Thrissur after a decrease in the water level in the district. #KeralaFloods,other_relevant_information,infrastructure_and_utility_damage,0.85,,ok
1034852729066156032,"During the catastrophic flood of 1924, Kerala had only one Dam. Today the state has 82 dams! Our ancestors constructed Dams mainly to prevent any such large scale flood. But they couldnt foresee a catastrophe like M.M Mani, who made those dams water bombs!",infrastructure_and_utility_damage,other_relevant_information,0.8,,ok
1032333073679970304,Thank you Unicef for helping us to help the flood victims in Kerala ὤFὉ9 stay tuned for the video on my brother’s YouTube channel: @mo_vlogs_,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,,ok
1030396224220930048,How a Madrasa in Kozhikode Turned into a Shelter for 400 Kerala Flood Victims. Thank you @theotherbose for the story.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,,ok
1035847904890679297,Tweeps Kerala people need our help so please let show some support #ONGCForKerala,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,,ok
1033776974668300289,"@ravithinkz @NarasingM a few years ago, when 5000+ Hindus died in the floods of uttarakhand, many Communists &amp; Islamists laughed and said it was good Hindus were dying. But now during #KeralaFloods, some opportunists from the same camp are trying to act like they are some innocent victims. sad &amp; petty",injured_or_dead_people,sympathy_and_support,0.7,,ok
