tweet_id,tweet_text,class_label,predicted_label,confidence,entropy,status
1064599072151990273,"California’s utility, PG&amp;E was responsible for 16 of the fires that have ravaged CA. Victims of the CA Paradise fire are now suing the utility for the current fire. However, PG&amp;E and the Cali. PUC want to pass the wildfire costs to customers. Read more:",other_relevant_information,infrastructure_and_utility_damage,0.85,,ok
1064157198350086145,"25K - + homeless &amp; from the #DeranfgedOrangeMan it couldve been less destructive if they would have raked up the leaves. #DonnyDipshit its called drought..‘Total devastation’: Trump visits California as wildfire death toll jumps to 76, with 1,276 missing",injured_or_dead_people,other_relevant_information,0.8,,ok
1061306622801141760,RT @GabbyVatistas: You’re a disgrace to humanity.,other_relevant_information,not_humanitarian,0.95,,ok
1062448607515701248,A heartwarming story amid such tragedy in Butte County. I hope more families get positive news like this. The death toll of #CampFire now at 42.,injured_or_dead_people,sympathy_and_support,0.85,,ok
1064795683234795525,"2018 California Fires, Paradise, Malibu, 2017 California Fires, Dew Lase  via @YouTube",other_relevant_information,not_humanitarian,0.95,,ok
1063463324879208448,This guy is demented &amp; always has been. Everything WRONG in CA can be laid at this commies feet. But on the other hand the brain dead zombies of LaLa Land keep electing this piece of human waste. So I guess ultimately its their own damn fault. Yet they want OUR $ for fires,other_relevant_information,not_humanitarian,0.95,,ok
1065450714078609413,RT @azcentral: APS is sending about 40 workers to California to repair power lines damaged by the Camp Fire.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,,ok
1062857229563387904,"@SenKamalaHarris @RonWyden That is totally true, but we have a genuine housing crisis in #California and it is getting worse with every wildfire destroying entire communities at a time. Please do something to address our needs! Rent control cant help when the supply of housing literally cannot meet demand",infrastructure_and_utility_damage,requests_or_urgent_needs,0.85,,ok
1063094107092979712,NOTHING TO SEE HERE!! JUST #Agenda21 #Agenda2030 CONTINUING! PREDICTED #FakeVirus #Chemtrails #Geoengineering #WeatherWarfare Norovirus Outbreak Reported in California Fire Shelter as Death Toll Hits 56-  Via - @NeonNettle #NeonNettle,injured_or_dead_people,not_humanitarian,0.9,,ok
1061270533679902721,"Trump to sexual assault victims: its your own fault Trump to mass shooting victims: its your own fault Trump to California wildfire victims: its your own fault me to Trump, after he lands his colluding ass in prison: its your own faultasshole",other_relevant_information,not_humanitarian,0.95,,ok
1063993468152799233,"Please pray for those affected by this tragedy. We are seeing unprecedented devastation with the death toll now at 76 &amp; 1,276 still missing as of today. #CaliforniaFires #CaliforniaFire",sympathy_and_support,injured_or_dead_people,0.9,,ok
1061706893083791360,"Fred Dursts Home Destroyed, TOOLs Adam Jones &amp; RHCPs Flea Evacuated From Their Homes In California Wildfires :",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,,ok
1066309071819689985,"Great reporting on the fire trends in CA - 50% less fires over past 30 years, but number of homes has grown from 607k (1940) to 6.7 million (2010) - greater home property losses/fire. Well worth the 5 min read, points to further study.",other_relevant_information,not_humanitarian,0.95,,ok
1067745836304543745,"Sunrise over Base Camp, the @Cal_OES staging area for emergency managers, first responders and resources for response to the Camp Fire",rescue_volunteering_or_donation_effort,other_relevant_information,0.85,,ok
1061319817280376833,"People suffering here in the fires in California, along with our fire fighters and police, our lands, the environment, school systems, families and children and their homesand Trump makes a comment like this",not_humanitarian,sympathy_and_support,0.85,,ok
1067470174519930880,Ashland is re-evaluating its evacuation processes after 84 people died in California’s deadliest wildfire. #Ashland #evacuation,injured_or_dead_people,displaced_people_and_evacuations,0.9,,ok
1065535633672802305,"Scarred Landscape - nasa: With California wildfires still burning, the 2018 fire season continues to leave",other_relevant_information,infrastructure_and_utility_damage,0.85,,ok
1063137217483288583,"Camp Fire: They survived, their homes burned, where will Paradise residents go?",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,,ok
1061358692828884995,Beach conditions in #santa monica / unbelievable dense smoke from the fires being whisked southward as winds pick up. #california @ Santa Monica Pier,caution_and_advice,not_humanitarian,0.9,,ok
1064969810541346817,"Four inches of rain could hit Paradise this week, which will help firefighters battling the Camp Fire but could make it hard to find human remains.",caution_and_advice,other_relevant_information,0.85,,ok
