tweet_id,tweet_text,class_label,predicted_label,confidence,entropy,status
735891446960623616,"RT @DonBradshawNTV: How @MarshallAmpsUK came to the assistance of Fort McMurray wildfire victim, tonite on @NTVNewsNL at 6 pm.",other_relevant_information,rescue_volunteering_or_donation_effort,0.85,,ok
731202020296818688,Red Cross distributes $30M to Fort McMurray wildfire evacuees in 1 day,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.95,,ok
733665357236342784,Interesting insights on the shifting communications landscape from 2013 floods to todays #wildfire  #smem #cdnpoli,other_relevant_information,not_humanitarian,0.95,,ok
731976125279289349,Active Fires - Ontario  #on411 #onfires #wildfire #manitoba411 #mbfires,caution_and_advice,other_relevant_information,0.85,,ok
735938864251064320,"Sometimes when a person wants free food, he/she gets it, but from a different source.",other_relevant_information,not_humanitarian,0.95,,ok
730171221862551553,Are we sure we dont need more help? #FortMacFire,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.85,,ok
732966897642295297,"RT @Blubdha: Beastly Alberta wildfire just wont die, as it grows to 423,000 hectares",caution_and_advice,other_relevant_information,0.85,,ok
728627443406344192,Catastrophic Canadian Wildfire Is a Sign of Destruction to Come  #science,other_relevant_information,not_humanitarian,0.85,,ok
729658483948302336,Great tale from @ReutersWinnipeg: #Canada firefighters battled blaze as own homes burned down,infrastructure_and_utility_damage,not_humanitarian,0.85,,ok
731202296210685952,RT @CBCNorth: Justin Trudeau in Fort McMurray touring wildfire-destroyed areas and meeting slayers of the beast,infrastructure_and_utility_damage,not_humanitarian,0.85,,ok
730824010506768385,Beresford Lake Campground in Nopiming will remain closed due to the active wildfire #mbfire,other_relevant_information,caution_and_advice,0.9,,ok
735884700351234048,".@Nickelback, @BlueRodeo, @dallassmith &amp; more to play Fire Aid - watch the live presser",rescue_volunteering_or_donation_effort,not_humanitarian,0.95,,ok
729839195921993730,I wonder if @normmacdonald would care to donate to Norm MacDonald?,rescue_volunteering_or_donation_effort,not_humanitarian,0.95,,ok
728604991397584896,Catastrophic Canadian Wildfire Is a Sign of Destruction to Come: Less snow and warmer spring mean more acres,infrastructure_and_utility_damage,other_relevant_information,0.85,,ok
729985764860141569,"At this point, having 85% of city intact is a good thing! Fort McMurray wildfires #cdnpoli #nbpoli #abpoli",other_relevant_information,infrastructure_and_utility_damage,0.85,,ok
729874157928906752,Fort McMurray wildfire: How the fires are impacting the oil industry | Watch News Videos Online,other_relevant_information,not_humanitarian,0.95,,ok
728739693865537536,RT @bevrobertson3: Trudeau urges Canadians to keep giving to Red Cross as wildfire burns  via @1310News VOTE &amp; RT P,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,,ok
730789648142716930,"RT @meluvtweet: Canadian oil workers prepare for air commutes after wildfire: EDMONTON, Alberta/NEW YORK, May 12 (Reuters) -  .",rescue_volunteering_or_donation_effort,not_humanitarian,0.95,,ok
728694561518854144,RT @southerngazette: St. Gabriel’s Hall planning fundraiser for victims of Alberta wildfire: Local performers are lending their vo,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,,ok
729338525598945280,IAFFs Rick Swan gives the lowdown on the challenges of Wildland fires. The Globe and Mail,other_relevant_information,not_humanitarian,0.95,,ok
729672616483553281,"RT @ptbo_skeptic: just for compassionate kicks, lets pretend refugees from war-torn countries are actually evacuees from a northern Albert",not_humanitarian,sympathy_and_support,0.8,,ok
729697352840142848,RT @komonews: 130 homes at risk from Chelan County wildfire -,infrastructure_and_utility_damage,displaced_people_and_evacuations,0.85,,ok
730492634125500417,Fort McMurray wildfire evacuees line up for emergency funds in droves,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,,ok
730890673847554048,Wooden memorial cross somehow spared in Fort McMurra,other_relevant_information,not_humanitarian,0.85,,ok
729273280637579264,Storify of early social media organization around Fort McMurray fires.  by @iamgtsmith @katekaminska1 @VLSimona,other_relevant_information,not_humanitarian,0.85,,ok
732026102655246336,State of Local Emergency Declared in the BC Peace @fortstjohn #BCWildfire,caution_and_advice,other_relevant_information,0.9,,ok
728592492782882816,Our thoughts are with everyone affected by the wildfire in Fort McMurrary. How to Help:,other_relevant_information,sympathy_and_support,0.9,,ok
728680173558620160,Please help if you can. The devastation is unimaginable.The evacuees need your help and support,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,,ok
728612849455607808,RT @CBCNews: Manitoba too busy fighting its own wildfires to send resources to Alberta,not_humanitarian,other_relevant_information,0.85,,ok
732253191270588416,RT @AHS_NorthZone: Weve updated our FAQ. #AHSstaff affected by the Fort McMurray Wildfires can find answers here:,caution_and_advice,other_relevant_information,0.85,,ok
730134256039677954,Firefighters distracted with homes ⚡️ Fort McMurray-area wildfire grows as two fires combine,other_relevant_information,infrastructure_and_utility_damage,0.85,,ok
733348835393740800,"@flyPAL Hello Vancouver Office you havent answered our emails and phone calls, are you not even lifting a finger for YMM wildfire victims?",not_humanitarian,requests_or_urgent_needs,0.85,,ok
728641998660505601,"In support for residents of Fort McMurray The devastating wildfire in Fort McMurray, Alberta has affected many",other_relevant_information,sympathy_and_support,0.85,,ok
728605486686294017,Strangers help bride who lost dress in Fort McMurray wildfire,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,,ok
729704420649230337,RT @ScottTalking: Mon ST Show! @AM900CHML- Premier will tour Fort McMurray to survey damage. How will residence cope?,not_humanitarian,infrastructure_and_utility_damage,0.8,,ok
735475235458142208,1) Latest news News: Temporary homes just a click away for wildfire ev,other_relevant_information,displaced_people_and_evacuations,0.85,,ok
731807273983479808,Those affected by wildfires on the Manitoba/Ontario border will meet with provincial officials today.,other_relevant_information,displaced_people_and_evacuations,0.85,,ok
728796272967098370,RT @Spearmac: There have been 374 Wild Fires already in 2016. The 5 year average is 173.  Take extra care everyone !,other_relevant_information,caution_and_advice,0.9,,ok
